file_id,orig_filename,new_filename,orig_path,new_path,size_bytes,status
12,"DCP00234.JPG","DCP00234_11-10-35.JPG","/run/media/carl/A1-2026-05/orig/2001/20010905 05Sep01.Vacation.Pennsylvania.Virginia/DCP00234.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-05/DCP00234_11-10-35.JPG",314573,"copied"
13,"DCP00235.JPG","DCP00235_11-11-40.JPG","/run/media/carl/A1-2026-05/orig/2001/20010905 05Sep01.Vacation.Pennsylvania.Virginia/DCP00235.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-05/DCP00235_11-11-40.JPG",85983,"copied"
14,"DCP00236.JPG","DCP00236_11-15-02.JPG","/run/media/carl/A1-2026-05/orig/2001/20010905 05Sep01.Vacation.Pennsylvania.Virginia/DCP00236.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-05/DCP00236_11-15-02.JPG",231735,"copied"
15,"DCP00239.JPG","DCP00239_11-23-24.JPG","/run/media/carl/A1-2026-05/orig/2001/20010905 05Sep01.Vacation.Pennsylvania.Virginia/DCP00239.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-05/DCP00239_11-23-24.JPG",294650,"copied"
16,"DCP00242.JPG","DCP00242_11-27-08.JPG","/run/media/carl/A1-2026-05/orig/2001/20010905 05Sep01.Vacation.Pennsylvania.Virginia/DCP00242.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-05/DCP00242_11-27-08.JPG",230687,"copied"
17,"DCP00243.JPG","DCP00243_11-27-22.JPG","/run/media/carl/A1-2026-05/orig/2001/20010905 05Sep01.Vacation.Pennsylvania.Virginia/DCP00243.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-05/DCP00243_11-27-22.JPG",232784,"copied"
18,"DCP00244.JPG","DCP00244_11-44-55.JPG","/run/media/carl/A1-2026-05/orig/2001/20010905 05Sep01.Vacation.Pennsylvania.Virginia/DCP00244.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-05/DCP00244_11-44-55.JPG",349176,"copied"
19,"DCP00245.JPG","DCP00245_11-45-11.JPG","/run/media/carl/A1-2026-05/orig/2001/20010905 05Sep01.Vacation.Pennsylvania.Virginia/DCP00245.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-05/DCP00245_11-45-11.JPG",303038,"copied"
20,"DCP00248.JPG","DCP00248_11-58-32.JPG","/run/media/carl/A1-2026-05/orig/2001/20010905 05Sep01.Vacation.Pennsylvania.Virginia/DCP00248.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-05/DCP00248_11-58-32.JPG",331350,"copied"
21,"DCP00249.JPG","DCP00249_12-40-42.JPG","/run/media/carl/A1-2026-05/orig/2001/20010905 05Sep01.Vacation.Pennsylvania.Virginia/DCP00249.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-05/DCP00249_12-40-42.JPG",193987,"copied"
22,"DCP00252.JPG","DCP00252_12-41-37.JPG","/run/media/carl/A1-2026-05/orig/2001/20010905 05Sep01.Vacation.Pennsylvania.Virginia/DCP00252.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-05/DCP00252_12-41-37.JPG",160432,"copied"
23,"DCP00253.JPG","DCP00253_12-42-10.JPG","/run/media/carl/A1-2026-05/orig/2001/20010905 05Sep01.Vacation.Pennsylvania.Virginia/DCP00253.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-05/DCP00253_12-42-10.JPG",219152,"copied"
24,"DCP00258.JPG","DCP00258_15-53-41.JPG","/run/media/carl/A1-2026-05/orig/2001/20010905 05Sep01.Vacation.Pennsylvania.Virginia/DCP00258.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-05/DCP00258_15-53-41.JPG",407896,"copied"
25,"DCP00266.JPG","DCP00266_07-57-38.JPG","/run/media/carl/A1-2026-05/orig/2001/20010906 06Sep01.Vacation.Virginia/DCP00266.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-06/DCP00266_07-57-38.JPG",145752,"copied"
26,"DCP00276.JPG","DCP00276_15-00-45.JPG","/run/media/carl/A1-2026-05/orig/2001/20010906 06Sep01.Vacation.Virginia/DCP00276.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-06/DCP00276_15-00-45.JPG",232784,"copied"
27,"DCP00278.JPG","DCP00278_15-03-05.JPG","/run/media/carl/A1-2026-05/orig/2001/20010906 06Sep01.Vacation.Virginia/DCP00278.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-06/DCP00278_15-03-05.JPG",287310,"copied"
28,"DCP00279.JPG","DCP00279_15-03-21.JPG","/run/media/carl/A1-2026-05/orig/2001/20010906 06Sep01.Vacation.Virginia/DCP00279.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-06/DCP00279_15-03-21.JPG",292553,"copied"
29,"DCP00281.JPG","DCP00281_15-05-24.JPG","/run/media/carl/A1-2026-05/orig/2001/20010906 06Sep01.Vacation.Virginia/DCP00281.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-06/DCP00281_15-05-24.JPG",362807,"copied"
30,"DCP00282.JPG","DCP00282_15-24-34.JPG","/run/media/carl/A1-2026-05/orig/2001/20010906 06Sep01.Vacation.Virginia/DCP00282.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-06/DCP00282_15-24-34.JPG",339739,"copied"
31,"DCP00284.JPG","DCP00284_15-27-22.JPG","/run/media/carl/A1-2026-05/orig/2001/20010906 06Sep01.Vacation.Virginia/DCP00284.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-06/DCP00284_15-27-22.JPG",380633,"copied"
32,"DCP00288.JPG","DCP00288_19-37-59.JPG","/run/media/carl/A1-2026-05/orig/2001/20010906 06Sep01.Vacation.Virginia/DCP00288.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-06/DCP00288_19-37-59.JPG",142606,"copied"
33,"DCP00289.JPG","DCP00289_19-38-14.JPG","/run/media/carl/A1-2026-05/orig/2001/20010906 06Sep01.Vacation.Virginia/DCP00289.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-06/DCP00289_19-38-14.JPG",123732,"copied"
34,"DCP00291.JPG","DCP00291_19-38-47.JPG","/run/media/carl/A1-2026-05/orig/2001/20010906 06Sep01.Vacation.Virginia/DCP00291.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-06/DCP00291_19-38-47.JPG",174064,"copied"
35,"DCP00293.JPG","DCP00293_12-50-10.JPG","/run/media/carl/A1-2026-05/orig/2001/20010907 07Sep01.Vacation.Virginia Winery Sep01/DCP00293.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-07/DCP00293_12-50-10.JPG",202375,"copied"
36,"DCP00294.JPG","DCP00294_12-50-29.JPG","/run/media/carl/A1-2026-05/orig/2001/20010907 07Sep01.Vacation.Virginia Winery Sep01/DCP00294.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-07/DCP00294_12-50-29.JPG",227541,"copied"
37,"DCP00297.JPG","DCP00297_12-52-34.JPG","/run/media/carl/A1-2026-05/orig/2001/20010907 07Sep01.Vacation.Virginia Winery Sep01/DCP00297.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-07/DCP00297_12-52-34.JPG",171966,"copied"
38,"DCP00298.JPG","DCP00298_12-52-48.JPG","/run/media/carl/A1-2026-05/orig/2001/20010907 07Sep01.Vacation.Virginia Winery Sep01/DCP00298.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-07/DCP00298_12-52-48.JPG",292553,"copied"
39,"DCP00303.JPG","DCP00303_12-56-46.JPG","/run/media/carl/A1-2026-05/orig/2001/20010907 07Sep01.Vacation.Virginia Winery Sep01/DCP00303.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-07/DCP00303_12-56-46.JPG",214958,"copied"
40,"DCP00304.JPG","DCP00304_12-58-05.JPG","/run/media/carl/A1-2026-05/orig/2001/20010907 07Sep01.Vacation.Virginia Winery Sep01/DCP00304.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-07/DCP00304_12-58-05.JPG",317719,"copied"
41,"DCP00307.JPG","DCP00307_13-00-36.JPG","/run/media/carl/A1-2026-05/orig/2001/20010907 07Sep01.Vacation.Virginia Winery Sep01/DCP00307.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-07/DCP00307_13-00-36.JPG",220201,"copied"
42,"DCP00310.JPG","DCP00310_13-04-05.JPG","/run/media/carl/A1-2026-05/orig/2001/20010907 07Sep01.Vacation.Virginia Winery Sep01/DCP00310.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-07/DCP00310_13-04-05.JPG",263193,"copied"
43,"DCP00318.JPG","DCP00318_18-00-52.JPG","/run/media/carl/A1-2026-05/orig/2001/20010909 09Sep01.Vacation.Virginia Beach/DCP00318.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-09/DCP00318_18-00-52.JPG",235930,"copied"
44,"DCP00318_topPicDone.JPG","DCP00318_topPicDone_18-00-52.JPG","/run/media/carl/A1-2026-05/orig/2001/20010909 09Sep01.Vacation.Virginia Beach/DCP00318_topPicDone.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-09/DCP00318_topPicDone_18-00-52.JPG",235930,"copied"
45,"DCP00318_topPicDone.tif","DCP00318_topPicDone_18-00-52.tif","/run/media/carl/A1-2026-05/orig/2001/20010909 09Sep01.Vacation.Virginia Beach/DCP00318_topPicDone.tif","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-09/DCP00318_topPicDone_18-00-52.tif",2207252,"copied"
46,"DCP00325.JPG","DCP00325_18-03-16.JPG","/run/media/carl/A1-2026-05/orig/2001/20010909 09Sep01.Vacation.Virginia Beach/DCP00325.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-09/DCP00325_18-03-16.JPG",273678,"copied"
47,"DCP00326.JPG","DCP00326_18-03-40.JPG","/run/media/carl/A1-2026-05/orig/2001/20010909 09Sep01.Vacation.Virginia Beach/DCP00326.JPG","/run/media/carl/A1-2026-05/new/photos/2001/2001-09-09/DCP00326_18-03-40.JPG",192938,"copied"
48,"DCP00616.jpg","DCP00616_04-13-24.jpg","/run/media/carl/A1-2026-05/orig/2002/20020207 07Feb02.Observer Plaza/DCP00616.jpg","/run/media/carl/A1-2026-05/new/photos/2002/2002-02-07/DCP00616_04-13-24.jpg",238027,"copied"
49,"DCP00652.jpg","DCP00652_00-52-20.jpg","/run/media/carl/A1-2026-05/orig/2002/20020214 14Feb02.ObserverPlaza/DCP00652.jpg","/run/media/carl/A1-2026-05/new/photos/2002/2002-02-14/DCP00652_00-52-20.jpg",160432,"copied"
50,"DCP00653.jpg","DCP00653_00-52-31.jpg","/run/media/carl/A1-2026-05/orig/2002/20020214 14Feb02.ObserverPlaza/DCP00653.jpg","/run/media/carl/A1-2026-05/new/photos/2002/2002-02-14/DCP00653_00-52-31.jpg",164626,"copied"
51,"DCP00654.jpg","DCP00654_00-52-44.jpg","/run/media/carl/A1-2026-05/orig/2002/20020214 14Feb02.ObserverPlaza/DCP00654.jpg","/run/media/carl/A1-2026-05/new/photos/2002/2002-02-14/DCP00654_00-52-44.jpg",176161,"copied"
52,"DCP00655.jpg","DCP00655_00-52-57.jpg","/run/media/carl/A1-2026-05/orig/2002/20020214 14Feb02.ObserverPlaza/DCP00655.jpg","/run/media/carl/A1-2026-05/new/photos/2002/2002-02-14/DCP00655_00-52-57.jpg",144703,"copied"
53,"DCP00656.jpg","DCP00656_00-53-15.jpg","/run/media/carl/A1-2026-05/orig/2002/20020214 14Feb02.ObserverPlaza/DCP00656.jpg","/run/media/carl/A1-2026-05/new/photos/2002/2002-02-14/DCP00656_00-53-15.jpg",175112,"copied"
54,"DCP00657.jpg","DCP00657_00-53-54.jpg","/run/media/carl/A1-2026-05/orig/2002/20020214 14Feb02.ObserverPlaza/DCP00657.jpg","/run/media/carl/A1-2026-05/new/photos/2002/2002-02-14/DCP00657_00-53-54.jpg",267387,"copied"
55,"DCP00658.jpg","DCP00658_00-54-06.jpg","/run/media/carl/A1-2026-05/orig/2002/20020214 14Feb02.ObserverPlaza/DCP00658.jpg","/run/media/carl/A1-2026-05/new/photos/2002/2002-02-14/DCP00658_00-54-06.jpg",199229,"copied"
56,"DCP00659.jpg","DCP00659_00-54-18.jpg","/run/media/carl/A1-2026-05/orig/2002/20020214 14Feb02.ObserverPlaza/DCP00659.jpg","/run/media/carl/A1-2026-05/new/photos/2002/2002-02-14/DCP00659_00-54-18.jpg",220201,"copied"
57,"DCP00660.jpg","DCP00660_00-54-30.jpg","/run/media/carl/A1-2026-05/orig/2002/20020214 14Feb02.ObserverPlaza/DCP00660.jpg","/run/media/carl/A1-2026-05/new/photos/2002/2002-02-14/DCP00660_00-54-30.jpg",236978,"copied"
58,"DCP00661.jpg","DCP00661_00-55-00.jpg","/run/media/carl/A1-2026-05/orig/2002/20020214 14Feb02.ObserverPlaza/DCP00661.jpg","/run/media/carl/A1-2026-05/new/photos/2002/2002-02-14/DCP00661_00-55-00.jpg",144703,"copied"
59,"DCP00662.jpg","DCP00662_00-55-24.jpg","/run/media/carl/A1-2026-05/orig/2002/20020214 14Feb02.ObserverPlaza/DCP00662.jpg","/run/media/carl/A1-2026-05/new/photos/2002/2002-02-14/DCP00662_00-55-24.jpg",161481,"copied"
60,"DCP00663.jpg","DCP00663_00-55-45.jpg","/run/media/carl/A1-2026-05/orig/2002/20020214 14Feb02.ObserverPlaza/DCP00663.jpg","/run/media/carl/A1-2026-05/new/photos/2002/2002-02-14/DCP00663_00-55-45.jpg",126878,"copied"
61,"DCP00665.jpg","DCP00665_00-57-24.jpg","/run/media/carl/A1-2026-05/orig/2002/20020214 14Feb02.ObserverPlaza/DCP00665.jpg","/run/media/carl/A1-2026-05/new/photos/2002/2002-02-14/DCP00665_00-57-24.jpg",181404,"copied"
62,"DCP00666.jpg","DCP00666_00-57-36.jpg","/run/media/carl/A1-2026-05/orig/2002/20020214 14Feb02.ObserverPlaza/DCP00666.jpg","/run/media/carl/A1-2026-05/new/photos/2002/2002-02-14/DCP00666_00-57-36.jpg",175112,"copied"
63,"DCP00668.jpg","DCP00668_01-04-45.jpg","/run/media/carl/A1-2026-05/orig/2002/20020214 14Feb02.ObserverPlaza/DCP00668.jpg","/run/media/carl/A1-2026-05/new/photos/2002/2002-02-14/DCP00668_01-04-45.jpg",202375,"copied"
64,"DCP00669.jpg","DCP00669_01-04-55.jpg","/run/media/carl/A1-2026-05/orig/2002/20020214 14Feb02.ObserverPlaza/DCP00669.jpg","/run/media/carl/A1-2026-05/new/photos/2002/2002-02-14/DCP00669_01-04-55.jpg",190841,"copied"
65,"DCP00672.jpg","DCP00672_02-21-51.jpg","/run/media/carl/A1-2026-05/orig/2002/20020222 22Feb02.Observer Plaza/DCP00672.jpg","/run/media/carl/A1-2026-05/new/photos/2002/2002-02-22/DCP00672_02-21-51.jpg",171966,"copied"
66,"DCP00690.JPG","DCP00690_23-19-22.JPG","/run/media/carl/A1-2026-05/orig/2002/20020327 27Mar02.Killington.Sharon Cannon/DCP00690.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-03-27/DCP00690_23-19-22.JPG",210764,"copied"
67,"DCP00691.JPG","DCP00691_23-19-38.JPG","/run/media/carl/A1-2026-05/orig/2002/20020327 27Mar02.Killington.Sharon Cannon/DCP00691.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-03-27/DCP00691_23-19-38.JPG",191889,"copied"
68,"DCP00692.JPG","DCP00692_23-19-52.JPG","/run/media/carl/A1-2026-05/orig/2002/20020327 27Mar02.Killington.Sharon Cannon/DCP00692.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-03-27/DCP00692_23-19-52.JPG",254804,"copied"
69,"DCP00693.JPG","DCP00693_23-20-06.JPG","/run/media/carl/A1-2026-05/orig/2002/20020327 27Mar02.Killington.Sharon Cannon/DCP00693.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-03-27/DCP00693_23-20-06.JPG",314573,"copied"
70,"DCP00694.JPG","DCP00694_23-23-14.JPG","/run/media/carl/A1-2026-05/orig/2002/20020327 27Mar02.Killington.Sharon Cannon/DCP00694.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-03-27/DCP00694_23-23-14.JPG",186647,"copied"
71,"DCP00695.JPG","DCP00695_23-23-54.JPG","/run/media/carl/A1-2026-05/orig/2002/20020327 27Mar02.Killington.Sharon Cannon/DCP00695.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-03-27/DCP00695_23-23-54.JPG",207618,"copied"
72,"DCP00696.JPG","DCP00696_00-41-35.JPG","/run/media/carl/A1-2026-05/orig/2002/20020328 28Mar02.Killington.Sharon Cannon/DCP00696.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-03-28/DCP00696_00-41-35.JPG",242221,"copied"
73,"DCP00697.JPG","DCP00697_00-41-58.JPG","/run/media/carl/A1-2026-05/orig/2002/20020328 28Mar02.Killington.Sharon Cannon/DCP00697.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-03-28/DCP00697_00-41-58.JPG",211812,"copied"
74,"DCP00697_topPicDone.tif","DCP00697_topPicDone_00-41-58.tif","/run/media/carl/A1-2026-05/orig/2002/20020328 28Mar02.Killington.Sharon Cannon/DCP00697_topPicDone.tif","/run/media/carl/A1-2026-05/new/photos/2002/2002-03-28/DCP00697_topPicDone_00-41-58.tif",2044723,"copied"
75,"DCP00698.JPG","DCP00698_00-42-10.JPG","/run/media/carl/A1-2026-05/orig/2002/20020328 28Mar02.Killington.Sharon Cannon/DCP00698.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-03-28/DCP00698_00-42-10.JPG",203424,"copied"
76,"DCP00698_1.tif","DCP00698_1_00-42-10.tif","/run/media/carl/A1-2026-05/orig/2002/20020328 28Mar02.Killington.Sharon Cannon/DCP00698_1.tif","/run/media/carl/A1-2026-05/new/photos/2002/2002-03-28/DCP00698_1_00-42-10.tif",1646264,"copied"
77,"DCP00699.JPG","DCP00699_00-42-24.JPG","/run/media/carl/A1-2026-05/orig/2002/20020328 28Mar02.Killington.Sharon Cannon/DCP00699.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-03-28/DCP00699_00-42-24.JPG",206569,"copied"
78,"DCP00700.JPG","DCP00700_00-42-46.JPG","/run/media/carl/A1-2026-05/orig/2002/20020328 28Mar02.Killington.Sharon Cannon/DCP00700.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-03-28/DCP00700_00-42-46.JPG",197132,"copied"
79,"DCP00701.JPG","DCP00701_22-19-15.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00701.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00701_22-19-15.JPG",425722,"copied"
80,"DCP00702.JPG","DCP00702_22-19-35.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00702.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00702_22-19-35.JPG",409993,"copied"
81,"DCP00703.JPG","DCP00703_22-20-19.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00703.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00703_22-20-19.JPG",478151,"copied"
82,"DCP00704.JPG","DCP00704_22-20-36.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00704.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00704_22-20-36.JPG",506462,"copied"
83,"DCP00705.JPG","DCP00705_22-21-02.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00705.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00705_22-21-02.JPG",336593,"copied"
84,"DCP00706.JPG","DCP00706_22-21-29.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00706.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00706_22-21-29.JPG",350224,"copied"
85,"DCP00707.JPG","DCP00707_22-22-12.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00707.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00707_22-22-12.JPG",393216,"copied"
86,"DCP00708.JPG","DCP00708_22-24-21.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00708.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00708_22-24-21.JPG",433062,"copied"
87,"DCP00709.JPG","DCP00709_22-24-51.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00709.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00709_22-24-51.JPG",425722,"copied"
88,"DCP00710.JPG","DCP00710_22-25-06.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00710.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00710_22-25-06.JPG",450888,"copied"
89,"DCP00711.JPG","DCP00711_22-26-04.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00711.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00711_22-26-04.JPG",462422,"copied"
90,"DCP00712.JPG","DCP00712_22-27-31.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00712.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00712_22-27-31.JPG",429916,"copied"
91,"DCP00713.JPG","DCP00713_22-34-47.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00713.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00713_22-34-47.JPG",283116,"copied"
92,"DCP00715.JPG","DCP00715_22-35-43.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00715.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00715_22-35-43.JPG",349176,"copied"
93,"DCP00718.JPG","DCP00718_22-39-03.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00718.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00718_22-39-03.JPG",586154,"copied"
94,"DCP00721.JPG","DCP00721_22-41-38.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00721.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00721_22-41-38.JPG",513802,"copied"
95,"DCP00722.JPG","DCP00722_22-41-53.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00722.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00722_22-41-53.JPG",399507,"copied"
96,"DCP00723.JPG","DCP00723_22-42-12.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00723.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00723_22-42-12.JPG",486539,"copied"
97,"DCP00724.JPG","DCP00724_22-42-34.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00724.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00724_22-42-34.JPG",510657,"copied"
98,"DCP00725.JPG","DCP00725_22-45-53.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00725.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00725_22-45-53.JPG",228590,"copied"
99,"DCP00726.JPG","DCP00726_22-46-34.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00726.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00726_22-46-34.JPG",230687,"copied"
100,"DCP00727.JPG","DCP00727_22-48-03.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00727.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00727_22-48-03.JPG",227541,"copied"
101,"DCP00728.JPG","DCP00728_22-48-17.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00728.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00728_22-48-17.JPG",249561,"copied"
102,"DCP00729.JPG","DCP00729_22-48-59.JPG","/run/media/carl/A1-2026-05/orig/2002/20020404 04Apr02/DCP00729.JPG","/run/media/carl/A1-2026-05/new/photos/2002/2002-04-04/DCP00729_22-48-59.JPG",303038,"copied"
